project_id,reporting_month,project_length_km,original_contract_value_inr_cr,planned_duration_months,months_since_start,state,project_type,contractor,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_cost_to_date_inr_cr,actual_expenditure_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,contractor_productivity_factor,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,expenditure_gap_inr_cr,cost_tracking_gap_inr_cr,delay_factor_count,delay_factor_severity,project_age_ratio,months_to_planned_completion,schedule_pressure,progress_efficiency,cost_growth_rate,recent_progress_trend_3m,recent_cost_trend_3m,consecutive_underperforming_months,recent_adverse_events_3m,is_terminal_snapshot,final_cost_overrun_pct,cost_overrun
HRI-0283,2024-10,22.19,505.75,13,6,Gujarat,Road Widening (4 to 6 lane),Konkan Constructions Pvt Ltd,44.24,51.05,6.81,44.24,55.83,11.59,223.75,282.36,218.27,122.6,52.94,38.23,3.9,0.61,1.169,0.0,0.0,0.0,7.4,0.0,0.0,31.8,0.4,3.1,0.0,58.610000000000014,64.09,4.0,42.7,0.46153846153846156,7,6.992857142857143,1.1539330922242312,0.9755083798882682,8.176666666666666,34.99666666666667,0,3.0,False,-11.62,0
HRI-0283,2024-11,22.19,505.75,13,7,Gujarat,Road Widening (4 to 6 lane),Konkan Constructions Pvt Ltd,55.76,58.68,2.92,55.76,63.42,7.66,282.0,320.73,251.23,140.56,61.29,44.73,3.9,0.75,1.104,15.5,0.0,0.0,7.4,0.0,0.0,32.0,0.4,3.1,0.0,38.73000000000002,69.50000000000003,5.0,58.4,0.5384615384615384,6,6.886666666666667,1.0523672883787663,0.890886524822695,8.003333333333332,33.28,1,3.0,False,-11.62,0
HRI-0283,2024-12,22.19,505.75,13,8,Gujarat,Road Widening (4 to 6 lane),Konkan Constructions Pvt Ltd,67.0,66.14,-0.86,67.0,70.96,3.96,338.85,358.87,280.23,156.6,68.52,50.46,3.9,0.75,1.103,15.5,0.0,0.0,7.4,0.0,0.0,33.2,0.4,3.1,0.0,20.019999999999982,78.63999999999999,5.0,59.6,0.6153846153846154,5,6.772,0.9871641791044776,0.8270030987162461,7.656666666666666,31.01333333333334,2,3.0,False,-11.62,0
HRI-0283,2025-01,22.19,505.75,13,9,Gujarat,Road Widening (4 to 6 lane),Konkan Constructions Pvt Ltd,77.42,75.5,-1.92,77.42,80.31,2.88,391.57,406.15,318.82,178.34,78.41,57.38,3.9,0.79,1.159,15.5,0.0,0.0,7.4,0.0,0.0,35.6,0.4,3.1,0.0,14.579999999999984,87.32999999999998,5.0,62.0,0.6923076923076923,4,6.125,0.9752002066649444,0.8142094644635697,8.15,33.51666666666666,0,3.0,False,-11.62,0
HRI-0283,2025-02,22.19,505.75,13,10,Gujarat,Road Widening (4 to 6 lane),Konkan Constructions Pvt Ltd,86.48,84.36,-2.12,86.48,88.95,2.47,437.38,449.85,356.43,199.39,88.11,64.18,,0.85,1.258,15.5,0.0,0.0,7.4,0.0,0.0,37.8,1.3,3.1,0.0,12.470000000000027,93.42000000000002,5.0,65.1,0.7692307692307693,3,5.213333333333334,0.9754856614246068,0.8149206639535416,8.56,35.06666666666667,0,3.0,False,-11.62,0
HRI-0283,2025-03,22.19,505.75,13,11,Gujarat,Road Widening (4 to 6 lane),Konkan Constructions Pvt Ltd,93.63,94.83,1.21,93.63,98.81,5.18,473.52,499.72,401.03,224.18,98.21,73.88,3.9,0.85,1.198,15.5,0.0,0.0,7.4,0.0,0.0,38.6,1.3,3.1,0.0,26.200000000000045,98.69000000000005,5.0,65.89999999999999,0.8461538461538461,2,2.585000000000001,1.012816404998398,0.8469124852170975,9.563333333333333,40.26666666666665,0,3.0,False,-11.62,0
HRI-0283,2025-04,22.19,505.75,13,12,Gujarat,Road Widening (4 to 6 lane),Konkan Constructions Pvt Ltd,98.32,100.0,1.68,98.32,100.0,1.68,497.23,505.75,446.99,250.39,108.96,82.88,3.9,0.86,1.229,15.5,0.0,0.0,7.4,0.0,0.0,39.2,1.3,3.1,0.0,8.519999999999982,58.75999999999999,5.0,66.5,0.9230769230769231,1,0.0,1.0170870626525632,0.8989602397280936,8.166666666666666,42.723333333333336,1,3.0,True,-11.62,0
HRI-0284,2020-02,32.57,1092.29,22,1,Karnataka,Greenfield Highway,Ganga Projects Ltd,0.6,4.05,3.45,0.6,4.11,3.51,6.57,44.93,40.5,22.54,10.84,7.02,0.0,0.1,0.968,1.2,4.4,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,38.36,4.43,3.0,7.5,0.045454545454545456,21,4.569047619047619,5.0,5.0,4.05,40.5,1,1.0,False,-3.6,0
HRI-0284,2020-03,32.57,1092.29,22,2,Karnataka,Greenfield Highway,Ganga Projects Ltd,2.33,7.77,5.44,2.33,7.75,5.42,25.44,84.67,78.08,43.44,20.34,14.07,0.0,0.23,0.971,1.2,7.9,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,59.230000000000004,6.590000000000003,3.0,13.399999999999999,0.09090909090909091,20,4.6115,3.3347639484978537,3.0691823899371067,3.885,39.04,2,2.0,False,-3.6,0
HRI-0284,2020-04,32.57,1092.29,22,3,Karnataka,Greenfield Highway,Ganga Projects Ltd,5.07,10.1,5.03,5.07,10.03,4.96,55.39,109.56,102.81,57.3,25.99,18.91,0.0,0.61,1.057,1.2,7.9,0.0,15.4,0.0,0.0,6.5,0.0,0.0,0.0,54.17,6.75,4.0,31.0,0.13636363636363635,19,4.731578947368422,1.992110453648915,1.8561112114100018,3.3666666666666667,34.27,3,3.0,False,-3.6,0
HRI-0284,2020-05,32.57,1092.29,22,4,Karnataka,Greenfield Highway,Ganga Projects Ltd,8.72,14.76,6.04,8.72,14.46,5.75,95.2,157.97,148.9,82.14,39.64,26.51,0.0,0.61,1.002,1.2,7.9,0.0,15.4,0.0,0.0,6.7,0.0,0.0,0.0,62.769999999999996,9.069999999999993,4.0,31.2,0.18181818181818182,18,4.735555555555555,1.6926605504587156,1.5640756302521008,3.5700000000000003,36.13333333333333,0,3.0,False,-3.6,0
HRI-0284,2020-06,32.57,1092.29,22,5,Karnataka,Greenfield Highway,Ganga Projects Ltd,13.15,19.78,6.64,13.15,19.37,6.22,143.61,211.55,203.3,112.13,53.0,37.5,0.0,0.66,1.02,1.2,7.9,0.0,15.4,0.0,0.0,9.8,0.0,0.0,0.0,67.94,8.25,4.0,34.3,0.22727272727272727,17,4.718823529411765,1.5041825095057035,1.4156395794164751,4.003333333333334,41.74,0,3.0,False,-3.6,0
HRI-0284,2020-07,32.57,1092.29,22,6,Karnataka,Greenfield Highway,Ganga Projects Ltd,18.26,23.87,5.61,18.26,23.27,5.01,199.42,254.17,243.55,135.56,62.87,44.41,0.0,0.72,1.04,1.2,7.9,0.0,15.4,0.0,0.0,12.9,0.0,0.0,0.0,54.75,10.619999999999976,4.0,37.4,0.2727272727272727,16,4.758125,1.3072289156626506,1.2212917460635846,4.590000000000001,46.913333333333334,1,3.0,False,-3.6,0
HRI-0284,2020-08,32.57,1092.29,22,7,Karnataka,Greenfield Highway,Ganga Projects Ltd,23.93,27.82,3.89,23.93,27.23,3.3,261.38,297.42,283.41,158.18,71.99,52.45,0.0,0.8,0.984,1.2,7.9,0.0,15.4,0.0,0.0,16.5,0.0,0.0,0.0,36.04000000000002,14.009999999999991,4.0,41.0,0.3181818181818182,15,4.812,1.1625574592561638,1.0842834187772592,4.3533333333333335,44.83666666666667,2,3.0,False,-3.6,0
HRI-0284,2020-09,32.57,1092.29,22,8,Karnataka,Greenfield Highway,Ganga Projects Ltd,30.05,32.32,2.26,30.05,31.6,1.55,328.26,345.19,327.22,182.53,81.89,61.96,0.0,0.84,0.995,1.2,7.9,0.0,15.4,0.0,0.0,19.6,0.0,0.0,0.0,16.930000000000007,17.96999999999997,4.0,44.1,0.36363636363636365,14,4.8342857142857145,1.075540765391015,0.9968317796868337,4.18,41.30666666666667,3,3.0,False,-3.6,0
HRI-0284,2020-10,32.57,1092.29,22,9,Karnataka,Greenfield Highway,Ganga Projects Ltd,36.51,36.89,0.38,36.51,36.12,-0.4,398.84,394.51,372.21,208.78,92.55,70.02,0.0,0.86,0.979,1.2,7.9,0.0,15.4,0.0,0.0,20.3,0.0,0.0,0.0,-4.329999999999984,22.30000000000001,4.0,44.8,0.4090909090909091,13,4.854615384615385,1.0104081073678446,0.9332313709758299,4.34,42.886666666666656,0,3.0,False,-3.6,0
HRI-0284,2020-11,32.57,1092.29,22,10,Karnataka,Greenfield Highway,Ganga Projects Ltd,43.2,41.28,-1.92,43.2,40.6,-2.6,471.88,443.47,418.02,235.05,104.57,77.53,0.0,0.87,0.938,1.2,7.9,0.0,15.4,0.0,0.0,21.1,0.0,0.0,0.0,-28.409999999999968,25.450000000000045,4.0,45.6,0.45454545454545453,12,4.8933333333333335,0.9555555555555555,0.8858608120708654,4.486666666666667,44.86999999999998,1,3.0,False,-3.6,0
HRI-0284,2020-12,32.57,1092.29,22,11,Karnataka,Greenfield Highway,Ganga Projects Ltd,50.0,46.18,-3.82,50.0,45.61,-4.39,546.14,498.24,468.55,262.99,117.8,86.83,0.0,0.94,0.938,1.2,7.9,0.0,15.4,0.0,0.0,26.2,0.0,0.0,0.0,-47.89999999999998,29.689999999999998,4.0,50.7,0.5,11,4.892727272727273,0.9236,0.8579302010473505,4.62,47.10999999999999,0,3.0,False,-3.6,0
HRI-0284,2021-01,32.57,1092.29,22,12,Karnataka,Greenfield Highway,Ganga Projects Ltd,56.8,49.55,-7.25,56.8,49.0,-7.8,620.41,535.25,502.3,281.09,126.68,92.97,0.0,1.55,1.086,1.2,23.9,0.0,26.0,0.0,0.0,26.8,0.0,0.0,0.0,-85.15999999999997,32.94999999999999,4.0,77.89999999999999,0.5454545454545454,10,5.045,0.8723591549295775,0.8096258925549235,4.219999999999999,43.363333333333344,1,3.0,False,-3.6,0
HRI-0284,2021-02,32.57,1092.29,22,13,Karnataka,Greenfield Highway,Ganga Projects Ltd,63.49,54.4,-9.09,63.49,53.92,-9.56,693.45,588.99,548.08,305.7,138.22,102.53,0.0,1.63,1.098,1.2,23.9,0.0,31.1,0.0,0.0,27.8,0.0,0.0,0.0,-104.46000000000004,40.90999999999997,4.0,84.0,0.5909090909090909,9,5.066666666666666,0.8568278469050243,0.7903670055519504,4.373333333333332,43.35333333333335,0,3.0,False,-3.6,0
HRI-0284,2021-03,32.57,1092.29,22,14,Karnataka,Greenfield Highway,Ganga Projects Ltd,69.95,59.17,-10.78,69.95,59.05,-10.9,764.03,644.99,596.97,331.72,151.7,111.71,0.0,1.84,1.027,2.8,23.9,0.0,33.5,0.0,0.0,35.9,0.0,0.0,0.0,-119.03999999999996,48.01999999999998,4.0,96.1,0.6363636363636364,8,5.10375,0.8458899213724088,0.7813436645157913,4.330000000000001,42.80666666666667,0,3.0,False,-3.6,0
HRI-0284,2021-04,32.57,1092.29,22,15,Karnataka,Greenfield Highway,Ganga Projects Ltd,76.07,64.0,-12.07,76.07,64.23,-11.84,830.91,701.62,646.84,358.24,164.24,122.5,0.0,1.86,1.063,2.8,23.9,0.0,33.5,0.0,0.0,38.6,0.0,0.0,0.0,-129.28999999999996,54.77999999999997,4.0,98.80000000000001,0.6818181818181818,7,5.142857142857143,0.8413303536216643,0.7784717959827178,4.816666666666667,48.18000000000001,0,3.0,False,-3.6,0
HRI-0284,2021-05,32.57,1092.29,22,16,Karnataka,Greenfield Highway,Ganga Projects Ltd,81.74,67.97,-13.77,81.74,68.57,-13.17,892.87,749.02,684.47,380.01,173.9,128.68,0.0,1.88,1.131,2.8,23.9,0.0,33.5,0.0,0.0,39.7,0.0,0.0,0.0,-143.85000000000002,64.54999999999995,4.0,99.9,0.7272727272727273,6,5.338333333333334,0.8315390261805726,0.7665953610268013,4.523333333333333,45.46333333333333,1,3.0,False,-3.6,0
HRI-0284,2021-06,32.57,1092.29,22,17,Karnataka,Greenfield Highway,Ganga Projects Ltd,86.85,72.24,-14.61,86.85,73.05,-13.8,948.68,797.95,735.15,409.52,186.03,137.67,0.0,1.94,1.065,2.8,23.9,0.0,33.5,0.0,0.0,,0.0,0.0,0.0,-150.7299999999999,62.80000000000007,,,0.7727272727272727,5,5.552000000000001,0.8317789291882556,0.7749188345912215,4.356666666666665,46.05999999999998,2,2.0,False,-3.6,0
HRI-0284,2021-07,32.57,1092.29,22,18,Karnataka,Greenfield Highway,Ganga Projects Ltd,91.28,76.25,-15.03,91.28,77.23,-14.05,997.09,843.58,777.46,433.58,195.95,145.94,0.0,1.99,1.002,2.8,23.9,0.0,33.5,0.0,1.3,45.4,0.0,0.0,0.0,-153.51,66.12,5.0,106.9,0.8181818181818182,4,5.9375,0.83534180543383,0.7797290114232417,4.083333333333333,43.54,3,2.0,False,-3.6,0
HRI-0284,2021-08,32.57,1092.29,22,19,Karnataka,Greenfield Highway,Ganga Projects Ltd,94.93,81.33,-13.6,94.93,82.33,-12.6,1036.9,899.32,828.85,460.54,209.87,156.43,0.0,2.0,1.039,2.8,23.9,0.0,33.5,0.0,1.3,46.4,0.0,0.0,0.0,-137.58000000000004,70.47000000000003,5.0,107.9,0.8636363636363636,3,6.223333333333334,0.8567365427156851,0.799353843186421,4.453333333333333,48.126666666666665,0,2.0,False,-3.6,0
HRI-0284,2021-09,32.57,1092.29,22,20,Karnataka,Greenfield Highway,Ganga Projects Ltd,97.67,86.45,-11.22,97.67,87.7,-9.97,1066.85,957.96,881.96,489.16,223.69,167.03,0.0,2.07,1.056,2.8,23.9,0.0,33.5,0.0,1.3,51.6,0.0,0.0,0.0,-108.88999999999987,76.0,5.0,113.1,0.9090909090909091,2,6.774999999999999,0.8851233746288523,0.8266954117261097,4.736666666666669,48.93666666666669,0,3.0,False,-3.6,0
HRI-0284,2021-10,32.57,1092.29,22,21,Karnataka,Greenfield Highway,Ganga Projects Ltd,99.4,90.77,-8.63,99.4,,,1085.72,,925.78,513.02,234.89,175.75,0.0,2.12,1.123,2.8,23.9,0.0,38.5,0.0,1.3,51.6,0.0,0.0,0.0,,,5.0,118.1,0.9545454545454546,1,9.230000000000004,0.91317907444668,0.8526876174335924,4.839999999999999,49.439999999999976,1,3.0,False,-3.6,0
HRI-0284,2021-11,32.57,1092.29,22,22,Karnataka,Greenfield Highway,Ganga Projects Ltd,100.0,94.84,-5.16,100.0,,,1092.29,,968.74,537.03,244.74,184.48,0.0,2.48,1.073,10.7,23.9,0.0,45.0,0.0,1.3,53.8,0.0,0.0,0.0,,,5.0,134.7,1.0,0,5.159999999999997,0.9484,0.8868890129910555,4.503333333333335,46.629999999999995,2,3.0,False,-3.6,0
HRI-0284,2021-12,32.57,1092.29,22,23,Karnataka,Greenfield Highway,Ganga Projects Ltd,100.0,98.65,-1.35,100.0,99.82,-0.18,1092.29,1090.34,1008.4,559.39,255.38,191.13,0.0,2.49,0.983,10.7,23.9,0.0,45.0,0.0,1.3,54.6,0.0,0.0,0.0,-1.9500000000000455,81.93999999999994,5.0,135.5,1.0454545454545454,-1,1.3499999999999943,0.9865,0.9231980517994306,4.066666666666667,42.14666666666665,3,3.0,False,-3.6,0
HRI-0284,2022-01,32.57,1092.29,22,24,Karnataka,Greenfield Highway,Ganga Projects Ltd,100.0,100.0,0.0,100.0,100.0,0.0,1092.29,1092.29,1052.95,585.17,266.43,198.85,0.0,2.49,0.968,10.7,23.9,0.0,45.0,0.0,1.3,54.6,0.0,0.0,0.0,0.0,39.33999999999992,5.0,135.5,1.0909090909090908,-2,0.0,1.0,0.963983923683271,3.076666666666668,42.39000000000002,4,2.0,True,-3.6,0
HRI-0285,2023-06,20.51,182.85,12,1,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,1.97,8.1,6.13,1.97,8.54,6.57,3.6,15.61,13.12,6.84,3.43,2.7,0.0,0.15,1.125,0.0,0.0,0.0,0.0,0.0,,10.4,0.0,0.0,0.0,12.01,2.49,,,0.08333333333333333,11,8.354545454545455,4.111675126903553,3.644444444444444,8.1,13.12,1,0.0,False,-6.11,0
HRI-0285,2023-07,20.51,182.85,12,2,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,7.41,16.22,8.81,7.41,17.06,9.66,13.54,31.2,26.93,14.32,7.1,5.35,0.0,0.16,1.09,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,17.66,4.27,1.0,11.2,0.16666666666666666,10,8.378,2.1889338731443995,1.9889217134416544,8.11,13.465,2,1.0,False,-6.11,0
HRI-0285,2023-08,20.51,182.85,12,3,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,15.62,25.86,10.24,15.62,27.05,11.42,28.57,49.46,44.58,23.6,11.33,8.19,1.24,0.22,1.179,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,1.7,20.89,4.880000000000003,2.0,16.9,0.25,9,8.237777777777778,1.6555697823303457,1.560378018900945,8.62,14.86,0,2.0,False,-6.11,0
HRI-0285,2023-09,20.51,182.85,12,4,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,25.93,33.31,7.38,25.93,34.99,9.06,47.41,63.97,57.24,30.82,14.52,10.23,1.24,0.42,1.079,0.0,0.0,0.0,0.0,0.0,0.0,25.5,1.6,0.0,1.7,16.560000000000002,6.729999999999997,3.0,28.8,0.3333333333333333,8,8.33625,1.2846124180485925,1.207340223581523,8.403333333333334,14.706666666666669,1,3.0,False,-6.11,0
HRI-0285,2023-10,20.51,182.85,12,5,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,37.62,43.45,5.83,37.62,45.9,8.29,68.78,83.94,72.85,40.22,18.06,12.9,1.24,0.43,1.071,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.6,0.0,1.7,15.159999999999997,11.090000000000003,3.0,29.3,0.4166666666666667,7,8.078571428571427,1.1549707602339183,1.0591741785402733,9.076666666666668,15.306666666666665,0,3.0,False,-6.11,0
HRI-0285,2023-11,20.51,182.85,12,6,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,50.0,52.3,2.3,50.0,,,91.42,,88.83,49.29,22.41,15.45,1.24,0.44,1.042,0.0,0.0,0.0,0.0,0.0,0.0,26.5,1.6,0.0,1.7,,,3.0,29.8,0.5,6,7.95,1.046,0.9716692189892802,8.813333333333333,14.75,0,3.0,False,-6.11,0
HRI-0285,2023-12,20.51,182.85,12,7,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,62.38,60.43,-1.96,62.38,63.92,1.53,114.07,116.87,102.27,56.55,26.07,17.97,1.24,0.45,1.137,0.0,0.0,0.0,0.0,0.0,0.0,27.7,1.6,0.0,1.7,2.8000000000000114,14.600000000000009,3.0,31.0,0.5833333333333334,5,7.914,0.968739980763065,0.8965547470851232,9.04,15.009999999999998,1,3.0,False,-6.11,0
HRI-0285,2024-01,20.51,182.85,12,8,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,74.07,68.69,-5.38,74.07,72.63,-1.44,135.44,132.81,115.4,63.91,29.68,20.12,1.24,0.45,1.039,0.0,0.0,0.0,0.0,0.0,0.0,27.9,1.6,0.0,1.7,-2.6299999999999955,17.409999999999997,3.0,31.2,0.6666666666666666,4,7.827500000000001,0.9273660051302822,0.8520378027170703,8.413333333333332,14.183333333333337,2,3.0,False,-6.11,0
HRI-0285,2024-02,20.51,182.85,12,9,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,84.38,76.97,-7.41,84.38,81.34,-3.03,154.28,148.74,130.3,72.51,33.32,22.77,1.24,0.46,1.034,0.0,0.0,0.0,0.0,0.0,0.0,28.6,1.6,0.0,1.7,-5.539999999999992,18.439999999999998,3.0,31.900000000000002,0.75,3,7.676666666666667,0.9121829817492297,0.844568317345087,8.223333333333334,13.823333333333338,3,3.0,False,-6.11,0
HRI-0285,2024-03,20.51,182.85,12,10,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,92.59,86.03,-6.57,92.59,90.66,-1.93,169.31,165.78,144.97,80.91,37.25,25.08,1.24,0.49,1.121,0.0,0.0,0.0,0.0,0.0,0.0,30.9,1.6,0.0,1.7,-3.530000000000001,20.810000000000002,3.0,34.2,0.8333333333333334,2,6.984999999999999,0.9291500162004536,0.8562400330754237,8.533333333333333,14.233333333333334,0,3.0,False,-6.11,0
HRI-0285,2024-04,20.51,182.85,12,11,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,98.03,95.44,-2.59,98.03,100.0,1.97,179.25,182.85,158.91,88.48,40.78,27.91,1.24,0.5,1.115,0.0,0.0,0.0,0.0,0.0,0.0,31.5,1.6,0.0,1.7,3.5999999999999943,23.939999999999998,3.0,34.800000000000004,0.9166666666666666,1,4.560000000000002,0.9735795164745485,0.8865271966527196,8.916666666666666,14.50333333333333,0,3.0,False,-6.11,0
HRI-0285,2024-05,20.51,182.85,12,12,Andhra Pradesh,Road Widening (2 to 4 lane),Vishwas Infrastructure Ltd,100.0,100.0,0.0,100.0,100.0,0.0,182.85,182.85,171.67,95.56,43.76,30.55,1.24,0.57,1.1,0.0,0.0,0.0,0.0,0.0,0.0,32.1,6.3,0.0,1.7,0.0,11.180000000000007,3.0,40.1,1.0,0,0.0,1.0,0.9388569866010391,7.676666666666667,13.789999999999992,1,3.0,True,-6.11,0
HRI-0286,2019-03,8.22,187.66,12,1,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,1.97,8.89,6.92,1.97,8.97,7.0,3.69,16.83,15.34,8.32,3.88,3.1,0.0,0.04,1.002,0.0,0.0,0.0,0.4,0.0,0.0,3.1,0.0,0.0,0.0,13.139999999999999,1.4899999999999984,2.0,3.5,0.08333333333333333,11,8.282727272727273,4.5126903553299496,4.157181571815718,8.89,15.34,0,1.0,False,-1.29,0
HRI-0286,2019-04,8.22,187.66,12,2,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,7.41,17.54,10.14,7.41,17.48,10.07,13.9,32.8,31.49,16.89,8.12,6.41,0.0,0.07,0.999,0.0,0.0,0.0,0.4,3.1,0.0,4.4,0.0,0.0,0.0,18.9,1.3099999999999987,3.0,7.9,0.16666666666666666,10,8.246,2.3670715249662617,2.2654676258992805,8.77,15.745,0,2.0,False,-1.29,0
HRI-0286,2019-05,8.22,187.66,12,3,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,15.62,26.59,10.97,15.62,25.99,10.37,29.32,48.78,47.92,25.84,12.64,9.36,,0.08,0.986,0.0,0.6,0.0,0.4,3.1,0.0,5.2,0.0,0.0,0.0,19.46,0.8599999999999994,4.0,9.3,0.25,9,8.156666666666666,1.7023047375160052,1.6343792633015006,8.863333333333333,15.973333333333334,0,3.0,False,-1.29,0
HRI-0286,2019-06,8.22,187.66,12,4,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,25.93,35.23,9.31,25.93,34.17,8.24,48.65,64.11,67.54,34.61,16.33,12.73,3.68,0.19,1.025,2.1,0.6,0.0,0.4,3.1,0.0,10.1,1.7,5.6,0.0,15.46,-3.430000000000007,7.0,23.6,0.3333333333333333,8,8.096250000000001,1.3586579251831854,1.388283658787256,8.78,17.400000000000002,0,3.0,False,-1.29,0
HRI-0286,2019-07,8.22,187.66,12,5,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,37.62,43.56,5.94,37.62,41.93,4.31,70.59,78.68,83.45,43.22,20.43,15.86,3.68,0.27,1.031,2.1,0.6,0.0,0.4,3.1,0.0,15.2,1.7,5.6,0.0,8.090000000000003,-4.769999999999996,7.0,28.700000000000003,0.4166666666666667,7,8.062857142857142,1.1578947368421053,1.1821787788638618,8.673333333333334,17.320000000000004,1,3.0,False,-1.29,0
HRI-0286,2019-08,8.22,187.66,12,6,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,50.0,52.92,2.92,50.0,50.78,0.78,93.83,95.29,98.9,51.96,24.23,18.71,3.68,0.32,1.078,2.1,0.6,0.0,0.4,3.1,0.0,20.8,1.7,5.6,0.0,1.460000000000008,-3.6099999999999994,7.0,34.300000000000004,0.5,6,7.846666666666667,1.0584,1.054033891079612,8.776666666666667,16.993333333333336,0,3.0,False,-1.29,0
HRI-0286,2019-09,8.22,187.66,12,7,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,62.38,61.5,-0.88,62.38,58.68,-3.7,117.07,110.12,114.61,60.86,27.92,21.81,3.68,0.34,1.08,2.1,2.9,0.0,0.4,3.1,0.0,20.9,1.7,5.6,0.0,-6.949999999999989,-4.489999999999995,7.0,36.7,0.5833333333333334,5,7.7,0.9858929143956396,0.9789869308960452,8.756666666666668,15.689999999999998,0,3.0,False,-1.29,0
HRI-0286,2019-10,8.22,187.66,12,8,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,74.07,71.36,-2.72,74.07,67.61,-6.47,139.01,126.87,133.14,70.99,32.96,25.16,3.68,0.35,1.23,2.1,2.9,0.0,0.4,3.1,0.0,22.0,1.7,5.6,0.0,-12.139999999999986,-6.269999999999982,7.0,37.800000000000004,0.6666666666666666,4,7.16,0.9634129877143244,0.9577728220991295,9.266666666666666,16.56333333333333,0,3.0,False,-1.29,0
HRI-0286,2019-11,8.22,187.66,12,9,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,84.38,81.76,-2.61,84.38,76.82,-7.55,158.34,144.16,152.87,82.02,37.97,28.82,3.68,0.38,1.226,2.1,2.9,0.0,0.4,3.9,0.0,23.5,1.7,5.6,0.0,-14.180000000000007,-8.710000000000008,7.0,40.1,0.75,3,6.079999999999998,0.9689499881488506,0.9654540861437413,9.613333333333335,17.99,0,3.0,False,-1.29,0
HRI-0286,2019-12,8.22,187.66,12,10,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,92.59,90.75,-1.84,92.59,84.96,-7.63,173.76,159.44,167.55,90.03,41.76,31.69,3.68,0.4,1.244,2.1,2.9,0.0,0.4,3.9,0.0,,1.7,5.6,0.0,-14.319999999999993,-8.110000000000014,,,0.8333333333333334,2,4.625,0.9801274435684199,0.964261049723757,9.75,17.646666666666672,0,2.0,False,-1.29,0
HRI-0286,2020-01,8.22,187.66,12,11,Punjab,Bypass/Ring Road,Uttam Roadways Pvt Ltd,98.03,100.0,1.97,98.03,93.9,-4.13,183.97,176.21,185.23,100.25,46.25,34.64,3.68,0.41,1.233,2.6,2.9,0.0,0.4,3.9,0.0,25.7,1.7,5.6,0.0,-7.759999999999991,-9.019999999999982,7.0,42.8,0.9166666666666666,1,0.0,1.0200958890135672,1.0068489427624068,9.546666666666667,17.363333333333333,0,2.0,True,-1.29,0
HRI-0287,2023-04,37.73,370.88,17,1,Rajasthan,Road Widening (2 to 4 lane),Trimurti Roadways Pvt Ltd,1.0,5.29,4.29,1.0,5.26,4.26,3.7,19.5,22.19,12.26,5.74,4.17,0.0,0.01,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,15.8,-2.6900000000000013,1.0,0.9,0.058823529411764705,16,5.919375,5.0,5.0,5.29,22.19,1,1.0,False,12.46,1
