data_provenance,project_id,project_name,highway_number,state,project_type,contractor,project_length_km,original_contract_value_inr_cr,planned_start_date,planned_completion_date,planned_duration_months,reporting_month,months_since_start,project_status,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_expenditure_inr_cr,actual_expenditure_inr_cr,expenditure_variance_pct,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,contractor_productivity_factor,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,planned_cost_to_date_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,final_delay_days,significant_delay,final_cost_overrun_pct,cost_overrun
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-05,13,Ongoing,44.65,42.41,-2.24,44.65,40.64,-4.01,452.67,411.99,-4.01,6.8,25.9,0.0,1.5,0.0,13.0,34.5,0.815,3.8,0.0,5.6,452.67,488.16,275.6,122.21,84.52,4.42,1.4,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-06,14,Ongoing,50.0,46.24,-3.76,50.0,44.42,-5.58,506.89,450.33,-5.58,6.8,25.9,0.0,1.5,0.0,13.0,35.2,0.824,3.8,0.0,5.6,506.89,532.14,302.37,132.53,91.4,4.42,1.42,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-07,15,Ongoing,55.35,48.97,-6.38,55.35,47.15,-8.2,561.11,477.97,-8.2,6.8,25.9,0.0,1.5,0.0,13.0,54.6,0.826,3.8,0.0,5.6,561.11,566.69,321.15,141.63,97.8,4.42,1.69,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-08,16,Ongoing,60.64,51.17,-9.47,60.64,49.28,-11.36,614.77,499.62,-11.36,6.8,25.9,0.0,1.5,9.4,13.0,55.0,0.835,3.8,0.0,5.6,614.77,592.36,335.7,148.21,102.12,4.42,1.9,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-09,17,Ongoing,65.83,53.89,-11.94,65.83,51.76,-14.06,667.33,524.76,-14.06,6.8,25.9,0.0,1.5,9.4,13.0,61.6,0.812,3.8,0.0,5.6,667.33,621.6,352.16,156.14,106.87,4.42,2.01,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-10,18,Ongoing,70.85,57.78,-13.07,70.85,55.46,-15.39,718.22,562.19,-15.39,6.8,25.9,0.0,1.5,9.4,13.0,62.0,0.813,3.8,0.0,5.6,718.22,662.91,374.59,168.26,113.61,4.42,2.02,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-11,19,Ongoing,75.65,60.58,-15.07,75.65,58.07,-17.57,766.89,588.74,-17.57,6.8,35.3,0.0,1.5,9.4,13.0,66.1,0.73,3.8,0.0,5.6,766.89,695.93,392.74,176.75,119.76,4.42,2.26,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2020-12,20,Ongoing,80.17,62.93,-17.24,80.17,60.32,-19.86,812.8,611.48,-19.86,8.2,35.3,0.0,4.7,9.4,13.0,67.9,0.779,3.8,0.0,5.6,812.8,718.12,405.28,182.48,123.58,4.42,2.36,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-01,21,Ongoing,84.38,65.04,-19.33,84.38,62.31,-22.07,855.38,631.65,-22.07,8.2,45.7,0.0,4.7,9.4,13.0,69.8,0.723,3.8,0.0,5.6,855.38,743.4,419.54,187.94,129.03,4.42,2.47,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-02,22,Ongoing,88.19,68.4,-19.79,88.19,65.44,-22.75,894.08,663.43,-22.75,8.2,45.7,0.0,4.7,9.4,13.0,70.7,0.762,3.8,0.0,5.6,894.08,784.02,443.19,197.02,136.9,4.42,2.49,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,,31.99,1013.78,2019-04-01,2021-08-01,28,2021-03,23,Ongoing,91.57,71.5,-20.07,91.57,68.19,-23.38,928.34,691.28,-23.38,8.2,45.7,0.0,4.7,9.4,13.0,71.8,0.776,3.8,0.0,5.6,928.34,819.53,462.28,206.85,143.48,4.42,2.5,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-04,24,Ongoing,94.46,74.0,-20.46,94.46,70.39,-24.08,957.62,713.55,-24.08,8.2,45.7,0.0,4.7,9.4,13.0,72.0,0.892,3.8,0.0,5.6,957.62,847.74,476.86,214.28,149.67,4.42,2.51,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-05,25,Ongoing,96.8,76.66,-20.14,96.8,72.73,-24.07,981.36,737.37,-24.07,8.2,45.7,0.0,4.7,9.4,13.0,74.4,0.82,3.8,0.0,5.6,981.36,880.86,496.79,222.27,154.82,4.42,2.56,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-06,26,Ongoing,98.54,79.95,-18.6,98.54,75.7,-22.85,999.0,767.4,-22.85,8.2,45.7,0.0,4.7,9.4,13.0,78.0,0.813,3.8,0.0,5.6,999.0,916.58,517.21,230.99,161.34,4.42,2.63,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-07,27,Ongoing,99.63,82.81,-16.82,99.63,78.38,-21.25,1009.99,794.58,-21.25,8.2,45.7,0.0,4.7,9.4,13.0,78.2,0.883,3.8,0.0,5.6,1009.99,947.53,534.46,239.17,166.85,4.42,2.63,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-08,28,Ongoing,100.0,85.86,-14.14,100.0,81.09,-18.91,1013.78,822.07,-18.91,8.2,45.7,0.0,4.7,9.4,,79.8,0.904,3.8,0.0,5.6,1013.78,979.66,552.45,246.87,173.27,4.42,2.65,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-09,29,Ongoing,100.0,89.1,-10.9,100.0,84.08,-15.92,1013.78,852.39,-15.92,8.2,45.7,0.0,4.7,9.4,13.0,79.9,0.919,3.8,0.0,5.6,1013.78,1014.8,571.76,255.88,180.09,4.42,2.66,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-10,30,Ongoing,100.0,91.97,-8.03,100.0,86.67,-13.33,1013.78,878.63,-13.33,8.2,45.7,0.0,4.7,12.3,13.0,83.0,0.927,3.8,0.0,24.6,1013.78,1076.66,589.7,264.14,185.19,34.92,2.72,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-11,31,Ongoing,100.0,95.03,-4.97,100.0,89.37,-10.63,1013.78,906.03,-10.63,15.2,45.7,0.0,4.7,12.3,13.0,87.3,0.896,3.8,0.0,24.6,1013.78,1109.88,607.58,273.71,190.74,34.92,2.93,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2021-12,32,Ongoing,100.0,97.82,-2.18,100.0,91.76,-8.24,1013.78,930.2,-8.24,15.2,45.7,0.0,4.7,12.3,13.0,88.2,0.879,3.8,0.0,24.6,1013.78,1139.57,624.87,280.7,196.14,34.92,2.95,153,1,16.43,1
SYNTHETIC,HRI-0363,NH-26 Bypass/Ring Road Package 23,NH-26,Uttarakhand,Bypass/Ring Road,Meridian Engineering & Constructions Ltd,31.99,1013.78,2019-04-01,2021-08-01,28,2022-01,33,Completed,100.0,100.0,0.0,100.0,94.5,-5.5,1013.78,957.98,-5.5,15.2,45.7,0.0,4.8,12.3,13.0,89.0,0.896,3.8,0.0,24.6,1013.78,1180.31,647.91,289.74,204.78,34.92,2.96,153,1,16.43,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-02,1,Ongoing,0.51,3.67,3.16,0.51,3.61,3.1,5.04,35.92,3.1,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.93,0.0,0.0,0.0,5.04,43.84,25.68,11.59,6.51,0.0,0.06,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-03,2,Ongoing,1.97,7.05,5.09,1.97,7.17,5.21,19.59,71.45,5.21,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.855,0.0,0.0,0.0,19.59,86.58,50.12,22.13,14.26,0.0,0.06,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-04,3,Ongoing,4.3,9.39,5.09,4.3,9.58,5.28,42.79,95.38,5.28,0.0,0.0,0.0,8.4,0.0,1.0,2.9,0.761,0.0,0.0,0.0,42.79,111.92,64.11,29.24,18.33,0.0,0.24,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-05,4,Ongoing,7.41,11.81,4.4,7.41,12.02,4.62,73.77,119.73,4.62,0.0,0.0,0.0,8.4,0.0,1.0,5.1,0.804,0.0,0.0,0.0,73.77,141.83,80.29,37.0,24.24,0.0,0.3,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-06,5,Ongoing,11.21,14.82,3.6,11.21,15.21,4.0,111.66,151.48,4.0,0.0,0.0,0.0,8.4,0.0,1.0,16.0,0.881,0.0,0.0,0.0,111.66,174.24,97.6,45.1,30.99,0.0,0.55,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-07,6,Ongoing,15.62,18.23,2.6,15.62,18.89,3.27,155.61,188.13,3.27,0.0,0.0,0.0,8.4,0.0,,33.1,0.951,0.0,0.0,0.0,155.61,215.63,119.41,55.98,39.46,0.0,0.78,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-08,7,Ongoing,20.56,22.55,1.99,20.56,23.81,3.25,204.74,237.09,3.25,0.0,0.0,0.0,8.4,0.0,,37.6,0.954,4.6,0.0,0.0,204.74,260.56,143.76,68.85,46.94,0.0,1.01,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-09,8,Ongoing,25.93,27.09,1.17,25.93,28.94,3.01,258.19,288.21,3.01,0.0,0.0,0.0,8.4,0.1,1.0,39.8,0.985,4.6,0.0,0.0,258.19,313.54,172.21,83.97,56.31,0.0,1.05,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-10,9,Ongoing,31.64,30.44,-1.21,31.64,32.76,1.12,315.1,326.28,1.12,0.0,0.0,0.0,8.4,0.1,1.0,40.2,0.99,4.6,0.0,0.0,315.1,350.65,193.54,94.03,62.02,0.0,1.05,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-11,10,Ongoing,37.62,34.61,-3.01,37.62,37.29,-0.33,374.61,371.37,-0.33,0.0,0.0,0.0,8.4,0.1,1.0,41.6,0.939,4.6,0.0,0.0,374.61,391.59,216.41,103.75,70.35,0.0,1.08,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2023-12,11,Ongoing,43.76,39.04,-4.72,43.76,42.08,-1.69,435.84,419.04,-1.69,0.0,0.0,0.0,8.4,0.1,1.0,42.0,0.95,4.6,0.0,0.0,435.84,444.48,247.36,116.83,79.2,0.0,1.09,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-01,12,Ongoing,50.0,41.96,-8.04,50.0,45.2,-4.8,497.94,450.18,-4.8,0.0,0.0,0.0,8.4,0.1,1.0,43.2,0.884,4.6,0.0,0.0,497.94,474.24,263.69,124.53,84.9,0.0,1.12,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-02,13,Ongoing,56.24,45.47,-10.77,56.24,48.89,-7.35,560.04,486.87,-7.35,0.0,0.0,0.0,8.4,0.1,1.0,43.4,0.948,4.6,0.0,0.0,560.04,514.33,285.91,134.5,92.81,0.0,1.12,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-03,14,Ongoing,62.38,48.25,-14.14,62.38,52.02,-10.37,621.27,518.01,-10.37,0.0,0.0,0.0,8.4,0.1,1.0,43.4,0.982,4.6,0.0,0.0,621.27,543.81,302.28,142.78,97.63,0.0,1.12,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-04,15,Ongoing,68.36,51.93,-16.43,68.36,56.08,-12.28,680.78,558.46,-12.28,0.0,0.0,0.0,8.4,0.1,1.0,45.2,0.975,4.6,0.0,0.0,680.78,585.28,324.09,153.68,106.36,,1.15,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-05,16,Ongoing,74.07,55.36,-18.72,74.07,59.93,-14.15,737.69,596.78,-14.15,0.0,0.0,0.0,8.4,0.1,1.0,46.9,0.971,4.6,0.0,0.0,737.69,627.68,347.96,163.89,114.65,0.0,1.19,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-06,17,Ongoing,79.44,59.71,-19.73,79.44,64.93,-14.51,791.14,646.59,-14.51,0.0,0.0,0.0,8.4,0.1,1.0,48.8,0.998,4.6,0.0,5.7,791.14,694.37,376.62,178.74,126.2,11.6,1.21,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-07,18,Ongoing,84.38,63.21,-21.16,84.38,68.9,-15.47,840.27,686.2,-15.47,0.0,0.0,0.0,8.4,0.1,1.0,52.7,0.91,4.6,0.0,5.7,840.27,732.51,395.84,189.24,134.55,11.6,1.28,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-08,19,Ongoing,88.79,66.97,-21.82,88.79,73.2,-15.59,884.22,729.0,-15.59,0.0,0.0,0.0,8.4,0.1,1.0,63.7,0.838,4.6,0.0,5.7,884.22,772.09,417.89,199.21,141.96,11.6,1.43,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-09,20,Ongoing,92.59,68.88,-23.72,92.59,75.37,-17.23,922.11,750.55,-17.23,0.0,0.0,0.0,8.4,0.1,1.0,80.6,0.825,4.6,0.0,5.7,922.11,794.59,429.9,205.08,146.31,11.6,1.69,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-10,21,Ongoing,95.7,72.77,-22.93,95.7,79.81,-15.89,953.09,794.84,-15.89,0.0,0.0,0.0,8.4,0.1,1.0,80.9,0.902,4.6,0.0,5.8,953.09,835.73,453.37,215.67,153.32,11.67,1.7,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-11,22,Ongoing,98.03,76.84,-21.19,98.03,84.5,-13.54,976.29,841.48,-13.54,0.0,0.0,0.0,8.4,0.1,1.0,81.0,0.945,4.6,0.0,5.8,976.29,882.28,480.29,226.44,162.18,11.67,1.7,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2024-12,23,Ongoing,99.49,80.45,-19.05,99.49,88.64,-10.86,990.84,882.72,-10.86,0.0,0.0,0.0,8.4,0.1,1.0,81.6,0.876,4.6,11.2,5.8,990.84,930.07,500.8,237.15,168.51,21.9,1.71,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2025-01,24,Ongoing,100.0,83.64,-16.36,100.0,92.31,-7.69,995.88,919.33,-7.69,0.0,0.0,0.0,8.4,0.1,6.2,82.5,0.75,4.6,11.2,7.2,995.88,970.52,521.74,245.67,176.63,24.61,1.87,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2025-02,25,Ongoing,100.0,87.1,-12.9,100.0,96.29,-3.71,995.88,958.92,-3.71,0.0,0.0,0.0,8.4,0.1,6.2,83.3,0.723,4.6,11.2,7.2,995.88,1009.22,543.72,255.41,183.59,24.61,1.88,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2025-03,26,Ongoing,100.0,90.74,-9.26,100.0,100.0,0.0,995.88,995.88,0.0,0.0,0.0,0.0,8.4,0.1,6.2,89.4,0.88,4.6,11.2,7.2,995.88,1051.58,567.27,265.06,192.67,24.61,1.96,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2025-04,27,Ongoing,100.0,93.8,-6.2,100.0,100.0,0.0,995.88,995.88,0.0,0.0,0.0,0.0,19.1,0.1,6.2,91.4,0.852,4.6,11.2,7.2,995.88,1087.43,586.1,274.69,199.83,24.61,2.2,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2025-05,28,Ongoing,100.0,97.02,-2.98,100.0,100.0,0.0,995.88,995.88,0.0,0.0,0.0,0.0,19.1,0.1,6.2,91.5,0.8,4.6,11.2,7.2,995.88,1123.44,607.0,283.81,205.82,24.61,2.2,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2025-06,29,Ongoing,100.0,99.87,-0.13,100.0,100.0,0.0,995.88,995.88,0.0,0.0,0.0,0.0,19.1,0.1,6.2,92.9,0.812,4.6,11.2,7.2,995.88,1158.33,625.77,292.63,213.11,24.61,2.21,181,1,19.88,1
SYNTHETIC,HRI-0364,NH-892 Greenfield Highway Package 7,NH-892,Telangana,Greenfield Highway,Sahyadri Infrastructure Ltd,46.09,995.88,2023-01-01,2025-01-01,24,2025-07,30,Completed,100.0,100.0,0.0,100.0,100.0,0.0,995.88,995.88,0.0,0.0,0.0,0.0,19.1,0.1,6.2,106.8,0.888,4.6,11.2,7.2,995.88,1193.89,646.87,301.63,218.4,,2.38,181,1,19.88,1
SYNTHETIC,HRI-0365,NH-304 Road Widening Package 10,NH-304,Uttar Pradesh,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,36.64,458.13,2024-01-01,2025-06-01,17,2024-02,1,Ongoing,1.0,4.86,3.87,1.0,4.78,3.79,4.57,21.92,3.79,0.0,8.5,0.0,0.0,0.0,0.0,7.9,1.063,0.0,0.0,0.0,4.57,19.77,10.78,5.0,3.77,0.0,0.23,0,0,-2.21,0
SYNTHETIC,HRI-0365,NH-304 Road Widening Package 10,NH-304,Uttar Pradesh,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,36.64,458.13,2024-01-01,2025-06-01,17,2024-03,2,Ongoing,3.83,11.26,7.43,3.83,10.91,7.08,17.53,49.99,7.08,0.0,8.5,0.0,0.0,0.0,0.0,8.0,1.066,0.0,0.0,0.0,17.53,50.26,27.6,13.07,9.37,0.0,0.23,0,0,-2.21,0
SYNTHETIC,HRI-0365,NH-304 Road Widening Package 10,NH-304,Uttar Pradesh,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,36.64,458.13,2024-01-01,2025-06-01,17,2024-04,3,Ongoing,8.24,17.68,9.44,8.24,16.7,8.45,37.77,76.49,8.45,5.2,8.5,0.0,0.0,0.0,0.0,9.6,1.13,1.0,0.0,0.0,37.77,78.05,42.49,19.92,15.3,0.0,0.34,0,0,-2.21,0
SYNTHETIC,HRI-0365,NH-304 Road Widening Package 10,NH-304,Uttar Pradesh,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,36.64,458.13,2024-01-01,2025-06-01,17,2024-05,4,Ongoing,14.0,24.07,10.07,14.0,22.71,8.71,64.15,104.04,8.71,5.2,8.5,0.0,0.0,0.0,0.0,10.6,1.143,1.0,0.0,0.0,64.15,101.61,55.99,25.82,19.45,0.0,0.36,0,0,-2.21,0
SYNTHETIC,HRI-0365,NH-304 Road Widening Package 10,NH-304,Uttar Pradesh,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,36.64,458.13,2024-01-01,2025-06-01,17,2024-06,5,Ongoing,20.86,29.92,9.06,20.86,28.29,7.43,95.58,129.6,7.43,5.2,8.5,0.0,0.0,3.6,0.0,15.3,1.138,1.0,0.0,0.0,95.58,125.92,70.28,31.6,23.51,0.0,0.53,0,0,-2.21,0
SYNTHETIC,HRI-0365,NH-304 Road Widening Package 10,NH-304,Uttar Pradesh,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,36.64,458.13,2024-01-01,2025-06-01,17,2024-07,6,Ongoing,28.58,35.8,7.22,28.58,33.84,5.26,130.92,155.02,5.26,5.2,8.5,0.0,0.0,3.6,0.0,22.7,1.083,1.0,0.0,0.0,130.92,150.96,84.44,37.49,28.36,0.0,0.66,0,0,-2.21,0
SYNTHETIC,HRI-0365,NH-304 Road Widening Package 10,NH-304,Uttar Pradesh,Road Widening (2 to 4 lane),Vindhya Engineering & Constructions Ltd,36.64,458.13,2024-01-01,2025-06-01,17,2024-08,7,Ongoing,36.9,42.79,5.89,36.9,40.51,3.61,169.06,185.6,3.61,5.2,8.5,0.0,0.0,3.6,0.0,25.9,1.085,1.0,0.0,0.0,169.06,184.12,103.79,45.37,34.22,0.0,0.74,0,0,-2.21,0
